landmark,x, y, z
PCLOrigin,-65.84,28.51,-534.41
femoralCenter,-80.64,11.29,-557.44
greaterTrochanter,-121.44,34.72,-125.40
hipCenter,-77.62,16.50,-133.62
lateralCondyle,-101.31,21.49,-561.81
lateralEpicondyle,-116.47,30.62,-536.20
lateralPosteriorCondyle,-96.52,51.00,-539.76
medialCondyle,-53.72,12.00,-566.18
medialEpicondyle,-35.51,6.19,-538.06
medialPosteriorCondyle,-48.17,42.49,-543.91
medialSulcus,-35.63,12.06,-541.59
midfemurCenter,-92.05,5.30,-413.69
whitesideReference,-85.01,-4.58,-545.13
