landmark,x, y, z
PCLOrigin,109.01,-151.65,-152.04
femoralCenter,120.61,-168.63,-173.09
greaterTrochanter,137.24,-133.36,257.15
hipCenter,96.52,-156.09,252.49
lateralCondyle,139.14,-161.78,-176.79
lateralEpicondyle,153.22,-148.01,-152.05
lateralPosteriorCondyle,138.57,-130.65,-157.75
medialCondyle,96.87,-166.12,-180.79
medialEpicondyle,78.02,-166.98,-154.95
medialPosteriorCondyle,89.12,-134.89,-160.23
medialSulcus,78.26,-159.86,-158.35
midfemurCenter,135.90,-166.04,47.20
whitesideReference,123.62,-188.37,-155.96
