landmark,x, y, z
PCLOrigin,-86.31,8.06,-478.34
femoralCenter,-96.61,-13.02,-495.91
greaterTrochanter,-125.37,7.47,-68.41
hipCenter,-78.96,-5.21,-65.44
lateralCondyle,-119.59,-5.19,-501.55
lateralEpicondyle,-132.79,0.99,-480.53
lateralPosteriorCondyle,-119.67,21.17,-483.11
medialCondyle,-71.14,-0.69,-505.93
medialEpicondyle,-57.16,-0.90,-483.38
medialPosteriorCondyle,-71.40,26.66,-486.28
medialSulcus,-58.31,4.90,-486.10
midfemurCenter,-103.34,-19.37,-352.82
whitesideReference,-95.61,-27.54,-484.52
