landmark,x, y, z
hipCenter,-95.24,-7.43,1554.58
greaterTrochanter,-146.13,4.52,1545.49
femoralCenter,-81.09,-33.32,1063.52
whitesideReference,-77.31,-58.07,1083.51
lateralCondyle,-107.11,-31.78,1056.51
medialCondyle,-54.37,-17.72,1056.48
lateralPosteriorCondyle,-114.54,2.71,1079.80
medialPosteriorCondyle,-61.91,13.68,1082.48
midfemurCenter,-106.91,-30.84,1314.49
PCLOrigin,-75.99,-8.86,1087.56
lateralEpicondyle,-127.28,-25.51,1081.89
medialSulcus,-42.22,-8.99,1082.59
medialEpicondyle,-38.45,-16.67,1086.17
