landmark,x, y, z
PCLOrigin,-108.55,4.59,995.46
femoralCenter,-125.99,-17.35,972.50
greaterTrochanter,-145.45,-0.14,1451.61
hipCenter,-92.83,-20.98,1444.52
lateralCondyle,-147.38,-7.35,966.51
lateralEpicondyle,-163.80,3.41,994.10
lateralPosteriorCondyle,-145.80,27.46,987.73
medialCondyle,-98.42,-10.77,960.50
medialEpicondyle,-78.84,-13.80,991.62
medialPosteriorCondyle,-91.54,23.54,987.62
medialSulcus,-79.97,-8.91,987.69
midfemurCenter,-134.80,-22.53,1216.24
whitesideReference,-127.11,-39.44,988.14
