landmark,x, y, z
PCLOrigin,-68.83,33.75,-547.60
femoralCenter,-77.63,11.34,-567.45
greaterTrochanter,-129.39,-0.29,-163.74
hipCenter,-74.83,-0.41,-161.90
lateralCondyle,-100.03,18.27,-572.02
lateralEpicondyle,-116.19,18.52,-548.00
lateralPosteriorCondyle,-107.93,47.81,-553.76
medialCondyle,-53.73,28.44,-576.38
medialEpicondyle,-38.78,26.27,-550.37
medialPosteriorCondyle,-57.46,54.21,-556.22
medialSulcus,-40.20,31.42,-552.93
midfemurCenter,-102.97,-13.59,-358.74
whitesideReference,-75.73,-6.53,-555.82
