landmark,x, y, z
PCLOrigin,-75.68,59.27,-578.37
femoralCenter,-83.42,37.92,-599.87
greaterTrochanter,-131.05,20.18,-226.05
hipCenter,-87.41,10.07,-228.75
lateralCondyle,-104.94,39.66,-604.85
lateralEpicondyle,-119.24,43.00,-580.71
lateralPosteriorCondyle,-107.07,72.32,-583.39
medialCondyle,-61.93,49.59,-607.36
medialEpicondyle,-46.06,50.57,-580.19
medialPosteriorCondyle,-66.77,80.91,-582.51
medialSulcus,-48.68,58.19,-583.20
midfemurCenter,-101.84,18.98,-408.64
whitesideReference,-81.69,22.95,-590.84
