landmark,x, y, z
hipCenter,-105.81,23.31,-166.62
greaterTrochanter,-153.91,37.76,-161.09
femoralCenter,-116.20,16.26,-618.36
whitesideReference,-112.03,-2.82,-602.49
lateralCondyle,-145.53,27.35,-624.61
medialCondyle,-88.41,30.79,-627.11
lateralPosteriorCondyle,-146.19,58.46,-600.51
medialPosteriorCondyle,-93.64,65.40,-602.03
midfemurCenter,-128.91,14.94,-385.89
PCLOrigin,-107.30,43.78,-593.04
lateralEpicondyle,-162.17,30.23,-595.37
medialSulcus,-72.66,37.97,-602.07
medialEpicondyle,-69.98,31.80,-597.81
