landmark,x, y, z
PCLOrigin,-91.62,28.52,-657.58
femoralCenter,-104.29,4.27,-680.37
greaterTrochanter,-149.83,85.95,-186.74
hipCenter,-94.35,68.45,-180.08
lateralCondyle,-130.97,14.35,-686.44
lateralEpicondyle,-148.06,18.81,-651.25
lateralPosteriorCondyle,-129.31,49.30,-662.16
medialCondyle,-79.03,13.87,-692.04
medialEpicondyle,-55.91,14.54,-661.48
medialPosteriorCondyle,-76.73,47.08,-668.59
medialSulcus,-57.33,21.87,-664.95
midfemurCenter,-117.09,22.81,-423.01
whitesideReference,-101.35,-14.19,-661.50
