landmark,x, y, z
PCLOrigin,-114.70,-21.39,-475.94
femoralCenter,-136.74,-39.49,-498.87
greaterTrochanter,-128.90,0.13,-44.03
hipCenter,-80.52,-29.17,-58.17
lateralCondyle,-158.27,-21.95,-502.61
lateralEpicondyle,-170.55,-11.52,-476.48
lateralPosteriorCondyle,-146.63,10.25,-482.69
medialCondyle,-104.03,-41.62,-507.90
medialEpicondyle,-87.68,-50.18,-480.13
medialPosteriorCondyle,-91.59,-10.13,-485.56
medialSulcus,-86.34,-41.48,-482.93
midfemurCenter,-135.38,-31.13,-269.19
whitesideReference,-145.25,-58.26,-485.30
