landmark,x, y, z
PCLOrigin,-85.69,64.89,-549.01
femoralCenter,-99.69,45.94,-572.18
greaterTrochanter,-141.87,58.96,-129.23
hipCenter,-97.78,28.35,-146.49
lateralCondyle,-117.85,55.20,-575.89
lateralEpicondyle,-137.79,65.33,-548.56
lateralPosteriorCondyle,-113.11,80.76,-552.10
medialCondyle,-70.72,52.79,-582.11
medialEpicondyle,-53.85,44.49,-552.28
medialPosteriorCondyle,-68.37,82.20,-558.11
medialSulcus,-53.57,52.49,-555.48
midfemurCenter,-122.40,36.48,-350.89
whitesideReference,-101.30,27.65,-559.96
