landmark,x, y, z
PCLOrigin,-80.17,16.66,1198.32
femoralCenter,-97.01,-3.11,1176.00
greaterTrochanter,-137.24,12.22,1597.45
hipCenter,-93.18,-14.80,1592.13
lateralCondyle,-117.76,7.86,1170.78
lateralEpicondyle,-134.31,15.61,1195.57
lateralPosteriorCondyle,-112.96,39.30,1193.47
medialCondyle,-68.30,11.35,1164.49
medialEpicondyle,-50.89,-6.10,1196.64
medialPosteriorCondyle,-67.19,37.32,1188.18
medialSulcus,-51.62,1.14,1192.20
midfemurCenter,-123.02,-11.58,1392.99
whitesideReference,-97.07,-20.73,1188.78
