landmark,x, y, z
PCLOrigin,-77.44,-12.52,1048.23
femoralCenter,-87.76,-29.04,1033.01
greaterTrochanter,-126.73,0.25,1381.87
hipCenter,-82.30,-4.93,1377.78
lateralCondyle,-107.47,-22.08,1026.00
lateralEpicondyle,-121.72,-15.38,1048.84
lateralPosteriorCondyle,-104.83,3.83,1044.20
medialCondyle,-65.66,-22.47,1024.05
medialEpicondyle,-50.77,-24.41,1049.54
medialPosteriorCondyle,-60.89,3.84,1042.95
medialSulcus,-51.53,-19.86,1046.50
midfemurCenter,-105.25,-27.38,1211.99
whitesideReference,-90.42,-45.33,1046.92
