landmark,x, y, z
hipCenter,-110.13,-7.07,-114.11
greaterTrochanter,-157.51,2.76,-114.91
femoralCenter,-89.28,13.24,-503.43
whitesideReference,-87.34,-16.15,-474.34
lateralCondyle,-109.63,8.63,-515.76
medialCondyle,-71.76,25.38,-512.50
lateralPosteriorCondyle,-122.32,32.34,-493.81
medialPosteriorCondyle,-84.68,49.28,-489.74
midfemurCenter,-96.53,-0.73,-429.07
PCLOrigin,-94.45,35.61,-488.84
lateralEpicondyle,-131.46,9.37,-489.27
medialSulcus,-59.49,38.05,-486.22
medialEpicondyle,-56.89,31.72,-482.40
