landmark,x, y, z
PCLOrigin,-84.21,-134.91,-949.29
femoralCenter,-91.80,-153.45,-969.59
greaterTrochanter,-126.77,-136.27,-548.97
hipCenter,-80.50,-150.27,-551.93
lateralCondyle,-112.82,-151.55,-974.31
lateralEpicondyle,-129.91,-148.33,-947.51
lateralPosteriorCondyle,-117.69,-124.14,-951.34
medialCondyle,-71.06,-141.18,-978.02
medialEpicondyle,-52.15,-143.81,-950.82
medialPosteriorCondyle,-73.44,-114.03,-953.59
medialSulcus,-54.40,-136.49,-953.70
midfemurCenter,-104.85,-164.02,-753.41
whitesideReference,-88.11,-170.99,-960.05
