landmark,x, y, z
PCLOrigin,-52.52,43.35,1146.62
femoralCenter,-62.31,21.12,1125.12
greaterTrochanter,-131.26,1.18,1533.15
hipCenter,-86.96,-4.26,1525.14
lateralCondyle,-81.37,25.94,1118.60
lateralEpicondyle,-103.92,31.26,1143.25
lateralPosteriorCondyle,-86.25,54.86,1139.09
medialCondyle,-40.60,32.42,1117.00
medialEpicondyle,-22.12,30.52,1146.93
medialPosteriorCondyle,-38.94,59.91,1139.68
medialSulcus,-23.93,38.04,1143.12
midfemurCenter,-93.11,-1.53,1330.99
whitesideReference,-62.94,-0.25,1140.07
