landmark,x, y, z
PCLOrigin,-44.81,202.69,383.28
femoralCenter,-49.42,181.56,359.73
greaterTrochanter,-138.51,194.85,784.74
hipCenter,-86.28,182.39,782.98
lateralCondyle,-72.62,184.55,351.78
lateralEpicondyle,-92.57,192.64,377.88
lateralPosteriorCondyle,-79.87,215.15,371.33
medialCondyle,-29.53,194.10,351.76
medialEpicondyle,-11.63,195.47,382.34
medialPosteriorCondyle,-33.70,224.11,374.28
medialSulcus,-13.58,201.53,379.11
midfemurCenter,-76.31,173.58,491.75
whitesideReference,-48.03,161.33,371.78
