landmark,x, y, z
hipCenter,-87.12,-11.33,-209.73
greaterTrochanter,-135.84,-5.80,-202.36
femoralCenter,-95.22,2.02,-584.37
whitesideReference,-92.20,-17.26,-570.39
lateralCondyle,-114.94,4.79,-589.37
medialCondyle,-71.10,12.39,-591.87
lateralPosteriorCondyle,-121.51,32.39,-569.21
medialPosteriorCondyle,-74.60,40.88,-569.38
midfemurCenter,-112.25,-17.12,-388.13
PCLOrigin,-88.00,19.14,-564.26
lateralEpicondyle,-130.63,6.06,-566.15
medialSulcus,-58.13,18.26,-567.87
medialEpicondyle,-56.10,12.27,-565.71
