landmark,x, y, z
PCLOrigin,83.26,-127.79,1132.47
femoralCenter,94.36,-143.88,1110.09
greaterTrochanter,138.89,-157.36,1525.53
hipCenter,91.33,-166.10,1518.91
lateralCondyle,114.16,-136.04,1107.68
lateralEpicondyle,129.04,-134.58,1131.72
lateralPosteriorCondyle,116.20,-110.74,1126.67
medialCondyle,73.53,-132.34,1100.93
medialEpicondyle,54.07,-139.05,1128.83
medialPosteriorCondyle,68.84,-107.56,1124.20
medialSulcus,54.87,-131.44,1125.45
midfemurCenter,110.32,-169.66,1322.81
whitesideReference,92.43,-165.86,1120.94
