landmark,x, y, z
hipCenter,-70.17,40.39,-50.47
greaterTrochanter,-120.03,65.09,-40.39
femoralCenter,-86.09,34.04,-463.61
whitesideReference,-86.61,12.89,-445.96
lateralCondyle,-111.75,40.90,-471.54
medialCondyle,-60.16,48.18,-474.86
lateralPosteriorCondyle,-112.47,70.32,-449.84
medialPosteriorCondyle,-63.50,76.89,-454.30
midfemurCenter,-105.91,32.61,-233.00
PCLOrigin,-80.81,55.56,-445.44
lateralEpicondyle,-128.45,48.54,-445.33
medialSulcus,-44.36,52.68,-451.00
medialEpicondyle,-42.43,44.80,-448.50
