landmark,x, y, z
hipCenter,94.53,-34.25,1545.59
greaterTrochanter,149.38,-14.65,1542.20
femoralCenter,135.27,-33.32,1079.34
whitesideReference,139.21,-56.93,1095.93
lateralCondyle,162.08,-20.68,1074.46
medialCondyle,106.05,-32.19,1066.50
lateralPosteriorCondyle,151.91,15.09,1099.40
medialPosteriorCondyle,94.52,3.08,1093.77
midfemurCenter,135.54,-46.36,1319.49
PCLOrigin,118.29,-14.20,1105.41
lateralEpicondyle,175.08,-10.51,1104.32
medialSulcus,83.53,-29.38,1092.65
medialEpicondyle,83.34,-36.67,1096.36
