landmark,x, y, z
hipCenter,-63.41,14.38,-171.30
greaterTrochanter,-113.29,22.87,-164.65
femoralCenter,-98.42,4.77,-558.95
whitesideReference,-95.95,-11.72,-546.54
lateralCondyle,-120.51,11.55,-563.87
medialCondyle,-73.30,16.30,-570.11
lateralPosteriorCondyle,-123.37,37.94,-547.58
medialPosteriorCondyle,-81.58,43.68,-549.02
midfemurCenter,-103.02,2.10,-355.14
PCLOrigin,-89.19,24.52,-544.52
lateralEpicondyle,-134.31,14.29,-540.35
medialSulcus,-60.44,27.73,-547.07
medialEpicondyle,-58.62,17.29,-545.02
