landmark,x, y, z
hipCenter,-71.73,48.23,-59.53
greaterTrochanter,-118.16,65.47,-51.99
femoralCenter,-109.19,8.36,-433.10
whitesideReference,-108.88,-8.15,-419.23
lateralCondyle,-128.58,22.12,-438.03
medialCondyle,-85.44,16.99,-445.58
lateralPosteriorCondyle,-123.44,44.72,-418.91
medialPosteriorCondyle,-82.62,41.97,-425.81
midfemurCenter,-106.10,16.28,-266.25
PCLOrigin,-95.80,26.50,-417.81
lateralEpicondyle,-142.85,22.34,-414.11
medialSulcus,-65.35,18.59,-424.45
medialEpicondyle,-63.99,13.37,-421.79
