landmark,x, y, z
hipCenter,-91.78,23.81,-132.21
greaterTrochanter,-143.19,24.78,-132.72
femoralCenter,-90.86,30.02,-521.74
whitesideReference,-86.35,12.56,-509.98
lateralCondyle,-112.29,35.42,-526.88
medialCondyle,-70.32,46.93,-529.36
lateralPosteriorCondyle,-121.94,61.44,-504.86
medialPosteriorCondyle,-76.88,76.32,-505.21
midfemurCenter,-113.80,16.94,-321.89
PCLOrigin,-85.00,54.47,-501.97
lateralEpicondyle,-132.18,34.89,-502.06
medialSulcus,-56.44,56.93,-506.25
medialEpicondyle,-52.60,49.38,-501.97
