landmark,x, y, z
PCLOrigin,-111.61,5.85,-587.96
femoralCenter,-132.74,-8.88,-611.12
greaterTrochanter,-143.95,8.13,-144.39
hipCenter,-96.39,-13.95,-147.81
lateralCondyle,-152.51,0.99,-614.87
lateralEpicondyle,-163.72,16.39,-587.78
lateralPosteriorCondyle,-140.47,36.57,-591.27
medialCondyle,-103.36,-8.70,-622.30
medialEpicondyle,-84.38,-17.11,-592.45
medialPosteriorCondyle,-92.14,22.03,-595.87
medialSulcus,-83.78,-8.82,-595.33
midfemurCenter,-140.48,-21.55,-372.39
whitesideReference,-137.64,-27.73,-600.74
