landmark,x, y, z
hipCenter,-67.2318,36.963,1446.3873
greaterTrochanter,-113.2831,46.5189,1456.0882
femoralCenter,-106.49075,34.2958,1076.7823
whitesideReference,-109.8753,18.4371,1087.87305
lateralCondyle,-127.0988,42.72715,1073.66865
medialCondyle,-82.5808,38.6425,1066.013
lateralPosteriorCondyle,-122.2957,70.3372,1090.15335
medialPosteriorCondyle,-77.58205,64.2515,1086.3364
midfemurCenter,-108.14855,23.50765,1266.49015
PCLOrigin,-94.16905,49.1587,1095.17275
lateralEpicondyle,-139.1326,50.9227,1095.70855
medialSulcus,-65.83725,38.98545,1087.7238
medialEpicondyle,-65.71355,33.7344,1090.5118
