landmark,x, y, z
hipCenter,-94.9415,-6.1107,728.3672
greaterTrochanter,-141.4819,9.8114,738.9128
femoralCenter,-121.80355,-28.3941,335.5933
whitesideReference,-123.14565,-42.79485,342.567
lateralCondyle,-144.22335,-20.42525,329.7627
medialCondyle,-94.3827,-21.8469,326.8918
lateralPosteriorCondyle,-140.03225,11.2135,349.656
medialPosteriorCondyle,-93.62885,7.3155,348.3731
midfemurCenter,-129.34145,-23.04,538.1157
PCLOrigin,-112.0109,-9.383,352.68055
lateralEpicondyle,-158.165,-10.5925,353.0159
medialSulcus,-80.11445,-16.88545,349.4069
medialEpicondyle,-79.121,-22.3297,352.46365
