landmark,x, y, z
PCLOrigin,-61.6273,32.631,363.1276
femoralCenter,-71.227,12.771,341.8841
greaterTrochanter,-160.824,6.8287,739.4141
hipCenter,-111.7448,-1.7726,751.2727
lateralCondyle,-92.3327,17.1822,333.1377
lateralEpicondyle,-109.7807,24.9941,357.1685
lateralPosteriorCondyle,-94.6903,49.2207,354.8926
medialCondyle,-46.6877,19.7282,336.0325
medialEpicondyle,-33.1829,19.6825,363.5751
medialPosteriorCondyle,-44.7357,49.4382,358.4374
medialSulcus,-34.5327,25.542,361.3388
midfemurCenter,-106.2518,-7.6426,549.3591
whitesideReference,-73.8521,-6.0208,351.8351
