landmark,x, y, z
hipCenter,-82.55,-49.33,856.62
greaterTrochanter,-133.63,-32.07,863.85
femoralCenter,-95.04,-52.56,436.08
whitesideReference,-98.49,-68.53,447.22
lateralCondyle,-121.84,-33.20,429.38
medialCondyle,-63.87,-46.73,424.39
lateralPosteriorCondyle,-114.69,-10.65,449.54
medialPosteriorCondyle,-55.96,-19.99,446.93
midfemurCenter,-110.95,-56.92,656.87
PCLOrigin,-81.76,-35.13,454.05
lateralEpicondyle,-132.35,-32.95,457.49
medialSulcus,-47.60,-46.20,450.60
medialEpicondyle,-48.53,-53.23,453.35
