landmark,x, y, z
hipCenter,-90.61270,21.85950,911.57600
greaterTrochanter,-153.68830,16.54350,906.64300
femoralCenter,-28.90545,-43.36760,461.30930
whitesideReference,-27.57800,-71.76230,486.08220
lateralCondyle,-58.36880,-42.41100,451.95380
medialCondyle,0.25660,-25.25340,454.39960
lateralPosteriorCondyle,-68.99040,-10.24400,473.02450
medialPosteriorCondyle,-10.50235,7.84560,475.37240
midfemurCenter,-82.18635,-28.55380,698.11860
PCLOrigin,-26.08385,-18.72820,482.18125
lateralEpicondyle,-78.47995,-39.61580,480.10835
medialSulcus,10.24710,-17.85600,481.08160
medialEpicondyle,14.27305,-24.86180,485.60000
