landmark,x, y, z
hipCenter,-117.06150,-15.68670,846.48860
greaterTrochanter,-163.48310,4.63570,851.87440
femoralCenter,-91.08370,7.01115,426.87965
whitesideReference,-93.31980,-5.95875,432.89720
lateralCondyle,-112.73290,12.36680,420.64170
medialCondyle,-64.24540,12.58210,418.39320
lateralPosteriorCondyle,-109.40715,44.02965,441.10655
medialPosteriorCondyle,-63.12490,41.49850,442.65730
midfemurCenter,-121.86665,-9.22130,641.86980
PCLOrigin,-79.01070,25.76015,445.89955
lateralEpicondyle,-128.17610,23.41105,445.03905
medialSulcus,-52.27425,16.18760,442.27365
medialEpicondyle,-51.35580,10.18520,445.16820
