landmark,x, y, z
PCLOrigin,71.9514,45.4304,1057.7189
femoralCenter,80.6892,21.1698,1039.0107
greaterTrochanter,127.1995,22.8131,1438.5892
hipCenter,76.6261,15.9935,1431.9423
lateralCondyle,102.4758,29.3911,1033.1316
lateralEpicondyle,119.6782,32.7439,1057.425
lateralPosteriorCondyle,105.6666,58.7194,1053.4742
medialCondyle,59.5934,36.9582,1029.1361
medialEpicondyle,42.2469425935145,35.1584881873845,1059.21304589758
medialPosteriorCondyle,60.4105723912977,65.4120729063461,1052.65917812057
medialSulcus,44.2516349291599,44.1232509794471,1054.90748318217
midfemurCenter,95.8487,10.5595,1240.995
whitesideReference,77.3476198396588,5.62838499168845,1052.0293293463
