landmark,x, y, z
hipCenter,-87.1589,-19.098,885.5397
greaterTrochanter,-134.6207,0.0528,890.0362
femoralCenter,-83.4449,-18.57005,444.38695
whitesideReference,-81.3654,-36.6608,457.0352
lateralCondyle,-107.52645,-6.75915,439.39165
medialCondyle,-56.43075,-5.4048,433.13375
lateralPosteriorCondyle,-104.57975,20.0336,459.0545
medialPosteriorCondyle,-55.9667,21.00665,454.48445
midfemurCenter,-98.739,-25.1139,670.61435
PCLOrigin,-69.6261,3.0121,464.16145
lateralEpicondyle,-121.7905,-3.97655,465.2623
medialSulcus,-39.0148,-5.95805,457.4129
medialEpicondyle,-37.5041,-12.68925,461.59285
