landmark,x, y, z
hipCenter,-84.42560,-6.86690,821.64780
greaterTrochanter,-131.08300,12.75110,815.40170
femoralCenter,-39.55220,1.29925,409.38510
whitesideReference,-36.12595,-18.60395,423.05800
lateralCondyle,-62.59145,0.42685,402.15570
medialCondyle,-19.69465,14.65340,403.13290
lateralPosteriorCondyle,-67.79305,29.12290,422.04530
medialPosteriorCondyle,-26.41385,41.77670,425.78830
midfemurCenter,-76.28690,-8.11770,613.11100
PCLOrigin,-35.81160,22.22260,429.02130
lateralEpicondyle,-78.99530,3.45930,424.51810
medialSulcus,-10.09890,20.25970,428.46410
medialEpicondyle,-7.45030,14.37630,432.56020
