landmark,x, y, z
hipCenter,-95.044,13.1461,882.4007
greaterTrochanter,-145.6717,40.7187,874.8156
femoralCenter,-84.84640,15.59335,405.38370
whitesideReference,-91.60675,-6.58380,420.12400
lateralCondyle,-109.31380,33.67465,397.88905
medialCondyle,-52.95880,14.41270,396.90940
lateralPosteriorCondyle,-98.97360,60.27520,424.07965
medialPosteriorCondyle,-42.87700,45.89055,425.33320
midfemurCenter,-118.72120,10.03395,651.00000
PCLOrigin,-69.42600,32.36370,429.91160
lateralEpicondyle,-124.77285,39.00605,424.49060
medialSulcus,-37.35125,15.27840,425.76435
medialEpicondyle,-37.80125,8.73475,427.70405
