landmark,x, y, z
hipCenter,-99.8148,-40.7951,773.0962
greaterTrochanter,-141.7834,-31.5028,769.6377
femoralCenter,-67.65440,-17.29025,364.08520
whitesideReference,-63.90720,-37.08325,375.92790
lateralCondyle,-87.29010,-14.52180,358.19290
medialCondyle,-45.01545,-4.64375,357.43445
lateralPosteriorCondyle,-94.77365,11.88220,376.86185
medialPosteriorCondyle,-49.11440,21.05320,377.19900
midfemurCenter,-79.53160,-39.01070,470.00000
PCLOrigin,-60.96365,1.13035,384.53330
lateralEpicondyle,-104.61135,-9.95550,379.87530
medialSulcus,-33.70065,0.88190,380.99925
medialEpicondyle,-30.62665,-4.75560,383.35045
