landmark,x, y, z
hipCenter,-80.85,-24.53,826.03
greaterTrochanter,-131.48,-10.28,838.00
femoralCenter,-99.84,-39.83,418.23
whitesideReference,-102.07,-61.03,432.48
lateralCondyle,-120.39,-31.92,408.48
medialCondyle,-68.95,-30.13,410.06
lateralPosteriorCondyle,-120.45,3.62,434.79
medialPosteriorCondyle,-66.63,-0.49,433.86
midfemurCenter,-110.95,-40.20,631.87
PCLOrigin,-87.15,-18.26,439.86
lateralEpicondyle,-141.86,-19.28,438.88
medialSulcus,-50.79,-25.80,438.51
medialEpicondyle,-50.15,-31.89,441.42
