landmark,x, y, z
hipCenter,-92.80,-29.48,893.12
greaterTrochanter,-142.00,-6.93,900.13
femoralCenter,-107.22,-19.07,440.53
whitesideReference,-114.25,-41.46,457.87
lateralCondyle,-133.00,-10.57,434.78
medialCondyle,-74.70,-19.22,429.70
lateralPosteriorCondyle,-126.59,20.79,454.91
medialPosteriorCondyle,-70.52,10.43,451.90
midfemurCenter,-122.16,-28.92,676.87
PCLOrigin,-91.35,-3.68,460.19
lateralEpicondyle,-143.31,-0.83,461.99
medialSulcus,-61.90,-18.02,455.50
medialEpicondyle,-63.21,-25.92,459.08
