landmark,x, y, z
hipCenter,-109.8859,-2.1902,894.2953
greaterTrochanter,-159.8595,8.9014,901.6695
femoralCenter,-103.47085,-6.61125,470.62540
whitesideReference,-102.64670,-25.58880,484.63920
lateralCondyle,-129.37165,-2.27710,465.64340
medialCondyle,-73.25715,3.15975,461.88915
lateralPosteriorCondyle,-132.79630,29.73235,487.05890
medialPosteriorCondyle,-74.99265,34.24640,486.69965
midfemurCenter,-129.56500,-19.78825,700.00000
PCLOrigin,-92.83220,14.36880,493.09900
lateralEpicondyle,-145.02730,6.50905,488.97925
medialSulcus,-59.38540,10.03870,485.95130
medialEpicondyle,-58.41420,4.42460,488.61820
