landmark,x, y, z
hipCenter,-90.95,-11.47,1635.64
greaterTrochanter,-129.78,21.20,1646.27
femoralCenter,-125.02,-24.18,1209.50
whitesideReference,-129.89,-41.38,1224.51
lateralCondyle,-144.95,-7.34,1201.51
medialCondyle,-91.09,-22.25,1199.50
lateralPosteriorCondyle,-134.88,23.30,1223.64
medialPosteriorCondyle,-84.10,7.14,1223.13
midfemurCenter,-131.27,-21.53,1433.49
PCLOrigin,-104.83,-3.91,1231.45
lateralEpicondyle,-159.23,1.28,1228.59
medialSulcus,-74.06,-19.20,1225.49
medialEpicondyle,-74.31,-28.66,1229.97
