landmark,x, y, z
PCLOrigin,-87.9943,32.8487,1361.7581
femoralCenter,-90.9547,8.2255,1342.0069
greaterTrochanter,-149.1373,15.6821,1761.2038
hipCenter,-99.5722,12.2687,1765.06
lateralCondyle,-116.2528,11.5356,1336.0562
lateralEpicondyle,-130.982,13.2599,1362.9551
lateralPosteriorCondyle,-121.3954,39.6546,1355.8061
medialCondyle,-69.424,26.8896,1331.101
medialEpicondyle,-54.8554,28.282,1359.7648
medialPosteriorCondyle,-79.4414,51.5612,1352.0922
medialSulcus,-58.1437,34.7754,1355.729
midfemurCenter,-107.4695,4.3935,1558.9935
whitesideReference,-88.4647,-7.253,1352.9593
