landmark,x, y, z
hipCenter,-89.6088,-25.2559,1498.9722
greaterTrochanter,-129.2095,-9.3394,1502.4817
femoralCenter,-132.39540,-30.22645,1104.15550
whitesideReference,-132.56850,-48.39980,1114.50630
lateralCondyle,-152.82310,-18.24670,1100.27820
medialCondyle,-108.04090,-26.18350,1093.23045
lateralPosteriorCondyle,-144.64800,7.44580,1118.50440
medialPosteriorCondyle,-99.34600,2.23350,1112.99805
midfemurCenter,-130.41400,-37.18320,1202.76780
PCLOrigin,-117.25050,-12.92565,1122.19655
lateralEpicondyle,-166.90730,-11.55395,1125.75870
medialSulcus,-89.09630,-24.30000,1111.76000
medialEpicondyle,-87.79955,-29.37485,1114.61205
